,gbifID,identifier,species,genus,family,class,phylum,file_name
5879,779868965,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Tre_P0042_01_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868965.mp3
5990,779868671,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_V1748_11_Spur2_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868671.mp3
6844,779866417,http://www.tierstimmenarchiv.de/recordings/Sterna_paradisaea_KrDAT0003_29_short.mp3,Sterna paradisaea,Sterna,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Sterna/Sterna_paradisaea/779866417.mp3
11842,779853946,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0054_01_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853946.mp3
10793,779856188,http://www.tierstimmenarchiv.de/recordings/Fulica_atra_DIG0114_14_short.mp3,Fulica atra,Fulica,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Fulica/Fulica_atra/779856188.mp3
13111,779851067,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00903_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851067.mp3
3666,1052813775,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0069_08_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813775.mp3
9476,779859633,http://www.tierstimmenarchiv.de/recordings/Merops_apiaster_Co0099_10_short.mp3,Merops apiaster,Merops,Meropidae,Aves,Chordata,Chordata/Aves/Meropidae/Merops/Merops_apiaster/779859633.mp3
3093,1143514437,http://www.tierstimmenarchiv.de/recordings/Amazona_albifrons_Lue0055_02_short.mp3,Amazona albifrons,Amazona,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Amazona/Amazona_albifrons/1143514437.mp3
5328,893481435,http://www.tierstimmenarchiv.de/recordings/Luscinia_megarhynchos_DIG0161_33_short.mp3,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/893481435.mp3
10686,779856351,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_Co0032_01_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856351.mp3
5241,893489250,http://www.tierstimmenarchiv.de/recordings/Pavo_cristatus_DIG0161_10_short.mp3,Pavo cristatus,Pavo,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Pavo/Pavo_cristatus/893489250.mp3
10999,779855663,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V1519_02_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855663.mp3
5227,893489895,http://www.tierstimmenarchiv.de/recordings/Phoenicurus_phoenicurus_DIG0161_21_short.mp3,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/893489895.mp3
13349,779850158,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_V2117_10_Spur1_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850158.mp3
9472,779859637,http://www.tierstimmenarchiv.de/recordings/Merops_apiaster_Co0099_14_short.mp3,Merops apiaster,Merops,Meropidae,Aves,Chordata,Chordata/Aves/Meropidae/Merops/Merops_apiaster/779859637.mp3
4685,991952313,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0014_01_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952313.mp3
5564,779870385,http://www.tierstimmenarchiv.de/recordings/Xestobium_rufovillosum_Arth0127_01_short.mp3,Xestobium rufovillosum,Xestobium,Anobiidae,Insecta,Arthropoda,Arthropoda/Insecta/Anobiidae/Xestobium/Xestobium_rufovillosum/779870385.mp3
2441,1143570706,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Kr0076_01_short.mp3,Turdus viscivorus,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_viscivorus/1143570706.mp3
9077,779860807,http://www.tierstimmenarchiv.de/recordings/Orthotomus_sutorius_V2128_19_short.mp3,Orthotomus sutorius,Orthotomus,Cisticolidae,Aves,Chordata,Chordata/Aves/Cisticolidae/Orthotomus/Orthotomus_sutorius/779860807.mp3
13795,779849288,http://www.tierstimmenarchiv.de/recordings/Carduelis_spinus_Co0117_08_short.mp3,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849288.mp3
1334,1229954405,http://www.tierstimmenarchiv.de/recordings/Terathopius_ecaudatus_Lue0061_05_short.mp3,Terathopius ecaudatus,Terathopius,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Terathopius/Terathopius_ecaudatus/1229954405.mp3
7811,779863955,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V1838_04_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863955.mp3
16139,779844341,http://www.tierstimmenarchiv.de/recordings/Acridotheres_cristatellus_V2112_20_short.mp3,Acridotheres cristatellus,Acridotheres,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Acridotheres/Acridotheres_cristatellus/779844341.mp3
5843,779869032,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_V2072_02_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779869032.mp3
6974,779865967,http://www.tierstimmenarchiv.de/recordings/Scivul05_short.mp3,Sciurus vulgaris,Sciurus,Sciuridae,Mammalia,Chordata,Chordata/Mammalia/Sciuridae/Sciurus/Sciurus_vulgaris/779865967.mp3
11028,779855634,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Tre_P0088_01_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855634.mp3
12452,779853047,http://www.tierstimmenarchiv.de/recordings/Dryocopus_martius_DIG0077_06_short.mp3,Dryocopus martius,Dryocopus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryocopus/Dryocopus_martius/779853047.mp3
3498,1062752119,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Ski0072_33_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1062752119.mp3
11255,779855377,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Co0122_11_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855377.mp3
5663,779869356,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_14_short.mp3,Vulpes lagopus,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_lagopus/779869356.mp3
2336,1228009955,http://www.tierstimmenarchiv.de/recordings/Melopsittacus_undulatus_Lue0056_13_short.mp3,Melopsittacus undulatus,Melopsittacus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Melopsittacus/Melopsittacus_undulatus/1228009955.mp3
5861,779868983,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Tre_P0056_01_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868983.mp3
6297,779867970,http://www.tierstimmenarchiv.de/recordings/Treron_calva_V2049_18_short.mp3,Treron calvus,Treron,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Treron/Treron_calvus/779867970.mp3
2374,1228009858,http://www.tierstimmenarchiv.de/recordings/Cyclopsitta_diophthalma_Lue0056_01_short.mp3,Cyclopsitta diophthalma,Cyclopsitta,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Cyclopsitta/Cyclopsitta_diophthalma/1228009858.mp3
3767,1052813612,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0042_10_short.mp3,Troglodytes troglodytes,Troglodytes,Troglodytidae,Aves,Chordata,Chordata/Aves/Troglodytidae/Troglodytes/Troglodytes_troglodytes/1052813612.mp3
9708,779859029,http://www.tierstimmenarchiv.de/recordings/Luscinia_megarhynchos_V1276_08_short.mp3,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779859029.mp3
11486,779854685,http://www.tierstimmenarchiv.de/recordings/Falco_subbuteo_PF04121_short.mp3,Falco subbuteo,Falco,Falconidae,Aves,Chordata,Chordata/Aves/Falconidae/Falco/Falco_subbuteo/779854685.mp3
13154,779851024,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00860_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851024.mp3
14739,779846742,http://www.tierstimmenarchiv.de/recordings/Asio_otus_PF00515_short.mp3,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846742.mp3
7944,779863662,http://www.tierstimmenarchiv.de/recordings/Fa_N0516_Phylloscopus_t_trochilus_sylvestris_012_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863662.mp3
15533,779845288,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_PF00216_short.mp3,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845288.mp3
13966,779849026,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_03_short.mp3,Caprimulgus europaeus,Caprimulgus,Caprimulgidae,Aves,Chordata,Chordata/Aves/Caprimulgidae/Caprimulgus/Caprimulgus_europaeus/779849026.mp3
13307,779850463,http://www.tierstimmenarchiv.de/recordings/Chorthippus_brunneus_Arth0184_09_short.mp3,Chorthippus brunneus,Chorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Chorthippus/Chorthippus_brunneus/779850463.mp3
16164,779844259,http://www.tierstimmenarchiv.de/recordings/Accipiter_gentilis_CoMC0028_12_short.mp3,Accipiter gentilis,Accipiter,Accipitridae,Aves,Chordata,Chordata/Aves/Accipitridae/Accipiter/Accipiter_gentilis/779844259.mp3
14357,779847562,http://www.tierstimmenarchiv.de/recordings/Budorcas_taxicolor_S1545_01_short.mp3,Budorcas taxicolor,Budorcas,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Budorcas/Budorcas_taxicolor/779847562.mp3
8991,779860943,http://www.tierstimmenarchiv.de/recordings/Pachyptila_belcheri_DIG0157_33_short.mp3,Pachyptila belcheri,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_belcheri/779860943.mp3
1544,1229954178,http://www.tierstimmenarchiv.de/recordings/Perdix_perdix_Lue0067_05_short.mp3,Perdix perdix,Perdix,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1229954178.mp3
1679,1229953677,http://www.tierstimmenarchiv.de/recordings/Lanius_collurio_Lue0079_04_short.mp3,Lanius collurio,Lanius,Laniidae,Aves,Chordata,Chordata/Aves/Laniidae/Lanius/Lanius_collurio/1229953677.mp3
11672,779854242,http://www.tierstimmenarchiv.de/recordings/Equus_asinus_f_asinus_S0356_01_short.mp3,Equus asinus,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_asinus/779854242.mp3
10077,779858202,http://www.tierstimmenarchiv.de/recordings/Lamprotornis_superbus_V2099_16_short.mp3,Lamprotornis superbus,Lamprotornis,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Lamprotornis/Lamprotornis_superbus/779858202.mp3
12351,779853360,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_CoMC0010_06_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853360.mp3
1886,1229953075,http://www.tierstimmenarchiv.de/recordings/Colius_striatus_Lue0071_01_short.mp3,Colius striatus,Colius,Coliidae,Aves,Chordata,Chordata/Aves/Coliidae/Colius/Colius_striatus/1229953075.mp3
7810,779863956,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V1838_05_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863956.mp3
4601,1052802728,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_19_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/1052802728.mp3
2133,1229950717,http://www.tierstimmenarchiv.de/recordings/Aepypodius_arfakianus_Lue0065_01_short.mp3,Aepypodius arfakianus,Aepypodius,Megapodiidae,Aves,Chordata,Chordata/Aves/Megapodiidae/Aepypodius/Aepypodius_arfakianus/1229950717.mp3
15767,779844872,http://www.tierstimmenarchiv.de/recordings/Aegolius_funereus_DIG0077_12_short.mp3,Aegolius funereus,Aegolius,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Aegolius/Aegolius_funereus/779844872.mp3
12919,779851685,http://www.tierstimmenarchiv.de/recordings/Cossypha_niveicapilla_V2049_13_short.mp3,Cossypha niveicapilla,Cossypha,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Cossypha/Cossypha_niveicapilla/779851685.mp3
565,1249269396,http://www.tierstimmenarchiv.de/recordings/Sinosuthora_webbiana_Lue0095_01_short.mp3,Sinosuthora webbiana,Sinosuthora,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sinosuthora/Sinosuthora_webbiana/1249269396.mp3
5206,893490044,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_Tre_P0144_05_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/893490044.mp3
10180,779857893,http://www.tierstimmenarchiv.de/recordings/Hylochoerus_meinertzhageni_Band3_Cut31_short.mp3,Hylochoerus meinertzhageni,Hylochoerus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Hylochoerus/Hylochoerus_meinertzhageni/779857893.mp3
9447,779859675,http://www.tierstimmenarchiv.de/recordings/Metrioptera_roeseli_Arth0184_06_short.mp3,Metrioptera roeselii,Metrioptera,Tettigoniidae,Insecta,Arthropoda,Arthropoda/Insecta/Tettigoniidae/Metrioptera/Metrioptera_roeselii/779859675.mp3
868,1249268945,http://www.tierstimmenarchiv.de/recordings/Emberiza_schoeniclus_Lue0087_06_short.mp3,Emberiza schoeniclus,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_schoeniclus/1249268945.mp3
12809,779852065,http://www.tierstimmenarchiv.de/recordings/Cissilopha_sanblasiana_V2048_23_short.mp3,Cyanocorax sanblasianus,Cyanocorax,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Cyanocorax/Cyanocorax_sanblasianus/779852065.mp3
2851,1143514942,http://www.tierstimmenarchiv.de/recordings/Hippolais_icterina_Kr0082_01_short.mp3,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/1143514942.mp3
14090,779848857,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1452_14_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848857.mp3
7287,779864896,http://www.tierstimmenarchiv.de/recordings/Pterodroma_lessonii_DIG0158_16_short.mp3,Pterodroma lessonii,Pterodroma,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pterodroma/Pterodroma_lessonii/779864896.mp3
272,1269848187,http://www.tierstimmenarchiv.de/recordings/Saxicola_rubetra_Kr0097_08_short.mp3,Saxicola rubetra,Saxicola,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Saxicola/Saxicola_rubetra/1269848187.mp3
15169,779846186,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0101_06_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846186.mp3
2158,1229655556,http://www.tierstimmenarchiv.de/recordings/Pulsatrix_perspicillata_Lue0057_15_short.mp3,Pulsatrix perspicillata,Pulsatrix,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Pulsatrix/Pulsatrix_perspicillata/1229655556.mp3
2020,1229950836,http://www.tierstimmenarchiv.de/recordings/Asarcornis_scutulata_Lue0064_02_short.mp3,Asarcornis scutulata,Asarcornis,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Asarcornis/Asarcornis_scutulata/1229950836.mp3
4208,1052810491,http://www.tierstimmenarchiv.de/recordings/Lullula_arborea_DIG0176_23_short.mp3,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/1052810491.mp3
7591,779864328,http://www.tierstimmenarchiv.de/recordings/Podiceps_cristatus_V1813_03_short.mp3,Podiceps cristatus,Podiceps,Podicipedidae,Aves,Chordata,Chordata/Aves/Podicipedidae/Podiceps/Podiceps_cristatus/779864328.mp3
12200,779853581,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2084_26_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853581.mp3
5991,779868670,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_V1748_11_Spur1_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868670.mp3
7205,779865160,http://www.tierstimmenarchiv.de/recordings/Pycnonotus_jocosus_V2118_03_short.mp3,Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Aves,Chordata,Chordata/Aves/Pycnonotidae/Pycnonotus/Pycnonotus_jocosus/779865160.mp3
2469,1143567678,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Bru_DAT0008_84_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1143567678.mp3
8984,779860950,http://www.tierstimmenarchiv.de/recordings/Pachyptila_belcheri_DIG_158_08_short.mp3,Pachyptila belcheri,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_belcheri/779860950.mp3
13898,779849128,http://www.tierstimmenarchiv.de/recordings/Carduelis_carduelis_PF00669_short.mp3,Carduelis carduelis,Carduelis,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carduelis/Carduelis_carduelis/779849128.mp3
8964,779860970,http://www.tierstimmenarchiv.de/recordings/Pachyptila_turtur_DIG0157_08_short.mp3,Pachyptila turtur,Pachyptila,Procellariidae,Aves,Chordata,Chordata/Aves/Procellariidae/Pachyptila/Pachyptila_turtur/779860970.mp3
1616,1229953740,http://www.tierstimmenarchiv.de/recordings/Meleagris_ocellata_Lue0066_04_short.mp3,Meleagris ocellata,Meleagris,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Meleagris/Meleagris_ocellata/1229953740.mp3
41,1482861256,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0114_37_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861256.mp3
10711,779856325,http://www.tierstimmenarchiv.de/recordings/Gallicolumba_criniger_V2062_24_short.mp3,Gallicolumba crinigera,Gallicolumba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Gallicolumba/Gallicolumba_crinigera/779856325.mp3
10049,779858245,http://www.tierstimmenarchiv.de/recordings/Larus_argentatus_V1543_08_short.mp3,Larus argentatus,Larus,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Larus/Larus_argentatus/779858245.mp3
4293,1052807425,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Tre_N0084_12_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807425.mp3
9433,779859801,http://www.tierstimmenarchiv.de/recordings/Mino_dumontii_V2039_06_short.mp3,Mino dumontii,Mino,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Mino/Mino_dumontii/779859801.mp3
2779,1143515152,http://www.tierstimmenarchiv.de/recordings/Otidiphaps_nobilis_Lue0053_01_short.mp3,Otidiphaps nobilis,Otidiphaps,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Otidiphaps/Otidiphaps_nobilis/1143515152.mp3
7222,779865059,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_V1854_02_short.mp3,Puma concolor,Puma,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Puma/Puma_concolor/779865059.mp3
6023,779868623,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_P0063_01_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868623.mp3
14949,779846430,http://www.tierstimmenarchiv.de/recordings/Apus_apus_PF00390_short.mp3,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846430.mp3
11663,779854251,http://www.tierstimmenarchiv.de/recordings/Equus_caballus_S0602_02_short.mp3,Equus caballus,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_caballus/779854251.mp3
4074,1052811502,http://www.tierstimmenarchiv.de/recordings/Parus_major_Tre_N0027_01_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811502.mp3
6125,779868521,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_CoMC0001_03_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868521.mp3
10626,779856446,http://www.tierstimmenarchiv.de/recordings/Gallinula_chloropus_DIG0104_32_short.mp3,Gallinula chloropus,Gallinula,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Gallinula/Gallinula_chloropus/779856446.mp3
8409,779862937,http://www.tierstimmenarchiv.de/recordings/Phoenicurus_phoenicurus_Co0148_06_short.mp3,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862937.mp3
5058,893491997,http://www.tierstimmenarchiv.de/recordings/Zalophus_californianus_V1829_03_short.mp3,Zalophus californianus,Zalophus,Otariidae,Mammalia,Chordata,Chordata/Mammalia/Otariidae/Zalophus/Zalophus_californianus/893491997.mp3
10640,779856397,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_V1603_09_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/779856397.mp3
6950,779866079,http://www.tierstimmenarchiv.de/recordings/Semnopithecus_entellus_S1303_13_short.mp3,Semnopithecus entellus,Semnopithecus,Cercopithecidae,Mammalia,Chordata,Chordata/Mammalia/Cercopithecidae/Semnopithecus/Semnopithecus_entellus/779866079.mp3
8101,779863384,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_borealis_DIG0145_01_short.mp3,Phylloscopus borealis,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_borealis/779863384.mp3
4065,1052811511,http://www.tierstimmenarchiv.de/recordings/Parus_major_Tre_N0139_01_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811511.mp3
9152,779860484,http://www.tierstimmenarchiv.de/recordings/Odocoileus_hemionus_S1033_04_short.mp3,Odocoileus hemionus,Odocoileus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Odocoileus/Odocoileus_hemionus/779860484.mp3
15987,779844580,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Tre_P0014_01_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844580.mp3
5044,991773087,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_arundinaceus_Kr0051_05_short.mp3,Acrocephalus arundinaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_arundinaceus/991773087.mp3
110,1451081515,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0098_16_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081515.mp3
617,1249269344,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_Lue0091_09_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/1249269344.mp3
10700,779856337,http://www.tierstimmenarchiv.de/recordings/Gallicolumba_rufigula_V2113_14_Spur2_short.mp3,Gallicolumba rufigula,Gallicolumba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Gallicolumba/Gallicolumba_rufigula/779856337.mp3
877,1249268936,http://www.tierstimmenarchiv.de/recordings/Emberiza_flaviventris_Lue0087_01_short.mp3,Emberiza flaviventris,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_flaviventris/1249268936.mp3
8447,779862893,http://www.tierstimmenarchiv.de/recordings/Phoeniculus_purpureus_V1933_25_short.mp3,Phoeniculus purpureus,Phoeniculus,Phoeniculidae,Aves,Chordata,Chordata/Aves/Phoeniculidae/Phoeniculus/Phoeniculus_purpureus/779862893.mp3
13626,779849662,http://www.tierstimmenarchiv.de/recordings/Cervus_elaphus_S1044_04_short.mp3,Cervus elaphus,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_elaphus/779849662.mp3
